accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
SRR39298796,Candidozyma auris,498019,Candida auris,Critical,2026-06-24 10:54:47,2026-05-28,USA:Mountain,Homo sapiens,SWAB_SKIN,,,human,UPHL_ID,public_health,PRJNA847553,SRP379640,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39298797,Candidozyma auris,498019,Candida auris,Critical,2026-06-24 10:54:47,2026-05-22,USA:Mountain,Homo sapiens,other,,,human,UPHL_ID,public_health,PRJNA847553,SRP379640,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39298798,Candidozyma auris,498019,Candida auris,Critical,2026-06-24 10:54:47,2026-05-18,USA:Mountain,Homo sapiens,other,,,human,UPHL_ID,public_health,PRJNA847553,SRP379640,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39298799,Candidozyma auris,498019,Candida auris,Critical,2026-06-24 10:54:47,2026-06-10,USA:Mountain,Homo sapiens,SWAB_SKIN,,,human,UPHL_ID,public_health,PRJNA847553,SRP379640,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39298800,Candidozyma auris,498019,Candida auris,Critical,2026-06-24 10:54:47,2026-06-08,USA:Mountain,Homo sapiens,SWAB_SKIN,,,human,UPHL_ID,public_health,PRJNA847553,SRP379640,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327543,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,urine,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327544,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327545,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327546,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,Ascites,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327547,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,urine,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327548,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,"Pleural, Right",candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327549,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,abdomen,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327550,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,urine,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327551,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-06,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327552,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327553,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39327554,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:27:53,2026-05,USA: Midwest,Homo sapiens,blood,candidiasis,,human,Wisconsin State Laboratory of Hygiene,public_health,PRJNA1085724,SRP494147,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325763,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-02,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325764,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-03,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325765,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-04,USA:Mountain,Homo sapiens,,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325766,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-05-29,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325767,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-04,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325768,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-04,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325769,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-02,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325770,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-05-30,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325771,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-05,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325772,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-06-01,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325773,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-05-26,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325774,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-05-26,USA:Mountain,Homo sapiens,blood,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39325775,Candidozyma auris,498019,Candida auris,Critical,2026-06-25 15:06:50,2026-05-24,USA:Mountain,Homo sapiens,urine,,,human,TXDSHS,public_health,PRJNA1092051,SRP497895,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39343822,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 18:24:51,2026-01-29,USA: Kansas,,bone,,,unknown,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39342981,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 17:35:55,2026-01-20,USA: Kansas,,blood,,,human,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39342982,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 17:35:55,2026-01-20,USA: Kansas,,urine,,,human,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39342226,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 16:22:34,2026-01-17,USA: Kansas,,urine,,,human,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39342227,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 16:22:34,2026-01-04,USA: Kansas,,wound,,,human,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39342228,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 16:22:34,2025-12-10,USA: Kansas,,other,,,unknown,KHEL,other,PRJNA1481290,SRP713009,ILLUMINA,MiSeq i100 Plus,WGS,GENOMIC,RANDOM
SRR39341641,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 15:18:40,2026-06,USA: Midwest,Homo sapiens,whole blood,,,human,MDHHS-GS,public_health,PRJNA1179935,SRP584221,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39341642,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 15:18:40,2026-05,USA: Midwest,Homo sapiens,tissue,,,human,MDHHS-GS,public_health,PRJNA1179935,SRP584221,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39341643,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 15:18:40,2026-06,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,PRJNA1179935,SRP584221,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39341644,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 15:18:41,2026-06,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,PRJNA1179935,SRP584221,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
SRR39341645,Candidozyma auris,498019,Candida auris,Critical,2026-06-26 15:18:40,2026-06,USA: Midwest,Homo sapiens,urine,,,human,MDHHS-GS,public_health,PRJNA1179935,SRP584221,ILLUMINA,NextSeq 2000,WGS,GENOMIC,RANDOM
