accession,organism_name,tax_id,fppl_name,priority,release_date,assembly_level,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,biosample_owner,assembly_submitter,bioproject_accession,genome_size_bp,gc_percent
GCA_031841195.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:Lishui,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18578576,48.0
GCA_031841215.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:Quzhou,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18554432,48.0
GCA_031841235.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:Hangzhou,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18585150,48.0
GCA_031841255.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:taizhou,Homo sapiens,balf,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18632237,48.0
GCA_031841275.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:Jinhua,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18623921,48.0
GCA_031841295.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2016,China:Jinhua,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18566438,48.0
GCA_031841315.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Wenzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18572239,48.0
GCA_031841325.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:taizhou,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18567451,48.0
GCA_031841345.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Hangzhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18563542,48.0
GCA_031841365.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:taizhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18549636,48.0
GCA_031841405.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Huzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18576890,48.0
GCA_031841415.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Lishui,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18577187,48.0
GCA_031841435.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Jinhua,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18568634,48.0
GCA_031841465.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2015,China:Hangzhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18566358,48.0
GCA_031841475.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Jinhua,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18574938,48.0
GCA_031841495.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18572551,48.0
GCA_031841525.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:taizhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18575967,48.0
GCA_031841545.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Ningbo,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18564850,48.0
GCA_031841575.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Wenzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18569767,48.0
GCA_031841585.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Quzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18571988,48.0
GCA_031841605.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Lishui,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18578550,48.0
GCA_031841635.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Shaoxing,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18547963,48.0
GCA_031841655.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18567809,48.0
GCA_031841665.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Ningbo,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18573221,48.0
GCA_031841685.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2014,China:Shaoxing,Homo sapiens,lung tissue,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18575566,48.0
GCA_031841695.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18570615,48.0
GCA_031841715.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Quzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18578831,48.0
GCA_031841745.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18568867,48.0
GCA_031841765.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Hangzhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18569412,48.0
GCA_031841795.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:taizhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18569788,48.0
GCA_031841805.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Quzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18576921,48.0
GCA_031841825.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2013,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18573095,48.0
GCA_031841845.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2012,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18586479,48.0
GCA_031841865.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2012,China:Quzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18568640,48.0
GCA_031841885.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2012,China:Hangzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18564102,48.0
GCA_031841915.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2017,China:Huzhou,Homo sapiens,CSF,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18570741,48.0
GCA_031841935.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2018,China:Hangzhou,Homo sapiens,balf,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18561893,48.0
GCA_031841945.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2018,China:Hangzhou,Homo sapiens,blood,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18573509,48.0
GCA_031841985.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2018,China:Jinhua,Homo sapiens,balf,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18576578,48.0
GCA_031842005.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-09-22,Contig,2018,China:Ningbo,Homo sapiens,cf,,,human,Zhejiang University School of Medicine,hospital_clinical,Zhejiang University School of Medicine,Zhejiang University School of Medicine,PRJNA820589,18561892,48.0
GCA_043513835.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2024-10-21,Chromosome,,South Africa,Homo sapiens,clinical sample,,,human,Duke University,university,Duke University,Duke University,PRJNA1138746,19067414,48.0
GCA_043513845.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2024-10-21,Complete Genome,,Botswana,Homo sapiens,clinical sample,CSF /HIV+,,human,Duke University,university,Duke University,Duke University,PRJNA1138746,18968288,48.0
GCA_049242505.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2025-04-02,Complete Genome,,USA: North Carolina,,,,,unknown,University of Georgia,university,University of Georgia,University of Georgia,PRJNA1014009,18791630,48.0
GCA_051295775.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2025-07-11,Contig,2018,USA:Durham,Homo sapiens,Clinic,Cryptococcal meningitis,,human,University of Guelph,university,University of Guelph,University of Guelph,PRJNA1279653,18074687,48.0
GCA_051295785.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2025-07-11,Contig,2020,Canada:Guelph,Homo sapiens,Laboratory,Cryptococcal meningitis,,human,University of Guelph,university,University of Guelph,University of Guelph,PRJNA1279653,18341335,48.0
GCA_051858795.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-04-19,Scaffold,,,,,,,unknown,Duke University,university,Duke University,Duke University,PRJNA682203,18853525,48.0
GCA_051858875.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2023-04-19,Scaffold,,,,,,,unknown,Duke University,university,Duke University,Duke University,PRJNA682203,19434397,48.0
GCA_052625715.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2025-09-15,Complete Genome,,,,,,,unknown,University of Utah,university,University of Utah,University of Utah,PRJNA1096649,18861032,48.0
GCA_055769325.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-10,Scaffold,2024-10,Thailand: Songkhla,,zebra dove dropping,,,unknown,Prince of Songkla University,university,Prince of Songkla University,Prince of Songkla University,PRJNA1211297,12457094,48.0
GCA_055769345.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-03-10,Scaffold,2024-10,Thailand: Songkhla,,zebra dove dropping,,,unknown,Prince of Songkla University,university,Prince of Songkla University,Prince of Songkla University,PRJNA1211297,18495918,48.0
GCA_056608965.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,,Botswana,Homo sapiens,CSF,AIDS/HIV+,,human,Duke University,university,Duke University,Duke University,PRJNA1141423,18848201,48.0
GCA_056621495.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,,Botswana,Homo sapiens,CSF,AIDS/HIV+,,human,Duke University,university,Duke University,Duke University,PRJNA1081442,18974047,48.0
GCA_056622355.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,2012-04,Botswana: Francistown,Mopane tree,,,,plant,Duke University,university,Duke University,Duke University,PRJNA1076110,18986351,48.0
GCA_056622635.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,,USA,Oak tree,,,,plant,Duke University,university,Duke University,Duke University,PRJNA1103113,18771257,48.0
GCA_056632715.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,,France,Homo sapiens,clinical sample,,,human,Duke University,university,Duke University,Duke University,PRJNA1077335,19230112,48.0
GCA_056632795.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,2000,Botswana,Homo sapiens,CSF,AIDS,,human,Duke University,university,Duke University,Duke University,PRJNA1076833,18880176,48.0
GCA_056632815.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,2003,Botswana,Homo sapiens,cerebrospinal fluid (CSF),HIV+,,human,Duke University,university,Duke University,Duke University,PRJNA1103803,19212430,48.5
GCA_056632835.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,1999,Botswana,Homo sapiens,CSF,AIDS/HIV+,,human,Duke University,university,Duke University,Duke University,PRJNA1076852,18969699,48.5
GCA_056632885.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-04-07,Complete Genome,1998,Tanzania,Homo sapiens,clinical sample,,,human,Duke University,university,Duke University,Duke University,PRJNA1103777,19085568,48.0
GCA_057381315.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2026-05-11,Complete Genome,2023-02-15,Pakistan: Islamabad,Homo sapiens,bone marrow,Meningitis,,human,COMSATS University Islamabad,university,COMSATS University Islamabad,COMSATS University Islamabad,PRJNA1119728,19744093,48.5
GCA_900177155.1,Cryptococcus neoformans,5207,Cryptococcus neoformans,Critical,2017-04-19,Scaffold,2006,Viet Nam,Homo sapiens,,,,human,EBI,research_institute,EBI,Oxford University Clinical Research Unit,PRJEB17690,18405114,48.0
